League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link,Year
bundesliga,Furth,1. FC Union Berlin,"[""33' Yellow_Home - Seguin P.(Nadmierna ostrość)"", ""56' Goal_Home - Nielsen H."", ""69' Yellow_Home - Bauer M.(Przytrzymywanie)"", ""71' Yellow_Home - Leweling J.(Uderzenie łokciem)""]",15,2021-12-12,15:30,1.0,0.0,0.0,0.0,Home,3.85,3.7,2.0,3.85,False,False,False,False,False,False,False,False,6.0,3.0,3.0,41%,59%,5.0,14.0,3.0,4.0,109.0,144.0,16.0,58.0,2.0,10.0,,,7.0,14.0,3.0,7.0,2.0,1.0,20.0,33.0,4.0,2.0,12.0,6.0,3.0,0.0,https://www.flashscore.com/match/OhAQwhOK/#/match-summary/match-summary,2021
bundesliga,VfL Wolfsburg,VfB Stuttgart,"[""24' Yellow_Home - Bornauw S.(Przytrzymywanie)"", ""25' Goal_Away - Mavropanos K.(Marmoush O.)"", ""41' Yellow_Away - Ito H.(Nadmierna ostrość)"", ""63' Goal_Away - Forster P."", ""71' Yellow_Away - Marmoush O.(Nadmierna ostrość)"", ""79' Penalty_Missed_Away -  Marmoush O.()"", ""79' Yellow_Home - Arnold M.(Zagranie ręką)""]",15,2021-12-11,18:30,0.0,2.0,0.0,1.0,Away,,,,,False,False,False,False,False,False,False,False,3.0,9.0,-6.0,52%,48%,19.0,12.0,3.0,3.0,129.0,92.0,55.0,27.0,16.0,9.0,,,7.0,14.0,5.0,3.0,0.0,0.0,30.0,18.0,1.0,3.0,17.0,9.0,2.0,2.0,https://www.flashscore.com/match/UZQNJWWl/#/match-summary/match-summary,2021
bundesliga,Bayern Monachium,1. FSV Mainz 05,"[""22' Goal_Away - Onisiwo K.(Burkardt J.)"", ""27' Yellow_Home - Musiala J.(Podcięcie)"", ""36' Yellow_Home - Sane L.(Nadmierna ostrość)"", ""53' Goal_Home - Coman K.(Tolisso C.)"", ""56' Yellow_Home - Hernandez L.(Faul)"", ""59' Yellow_Away - Stach A.(Nadmierna ostrość)"", ""74' Goal_Home - Musiala J.(Pavard B.)"", ""89' Yellow_Away - Hack A.(Podcięcie)"", ""90+1' Yellow_Away - Stoger K.(Niesportowe zachowanie)""]",15,2021-12-11,15:30,2.0,1.0,0.0,1.0,Home,1.24,7.0,11.5,1.24,True,False,False,False,False,False,False,False,5.0,3.0,2.0,65%,35%,21.0,9.0,7.0,4.0,152.0,98.0,78.0,35.0,14.0,5.0,,,12.0,11.0,7.0,2.0,1.0,3.0,22.0,22.0,3.0,5.0,9.0,10.0,3.0,3.0,https://www.flashscore.com/match/p2kiPh9R/#/match-summary/match-summary,2021
bundesliga,Bochum,Borussia Dortmund,"[""40' Goal_Home - Polter S.(Penalty )"", ""54' Var_Away"", ""57' Yellow_Away - Schulz N.(Niesportowe zachowanie)"", ""58' Yellow_Away - Hummels M.(Nadmierna ostrość)"", ""85' Goal_Away - Brandt J.(Haaland E.)"", ""90+4' Yellow_Away - Zagadou D.(Uderzenie łokciem)""]",15,2021-12-11,15:30,1.0,1.0,1.0,0.0,Draw,6.0,4.7,1.52,4.7,False,False,False,False,False,False,False,False,6.0,9.0,-3.0,38%,62%,4.0,23.0,3.0,8.0,84.0,133.0,21.0,80.0,1.0,15.0,,,19.0,10.0,0.0,15.0,3.0,3.0,23.0,21.0,7.0,2.0,8.0,18.0,0.0,3.0,https://www.flashscore.com/match/UVAMvY8E/#/match-summary/match-summary,2021
bundesliga,Hertha Berlin,Arminia Bielefeld,"[""15' Yellow_Home - Darida V.(Podcięcie)"", ""53' Goal_Home - Jovetic S.(Belfodil I.)"", ""88' Yellow_Away - Brunner C.(Przytrzymywanie)"", ""90+5' Goal_Home - Selke D.""]",15,2021-12-11,15:30,2.0,0.0,0.0,0.0,Home,2.03,3.43,3.95,2.03,False,False,False,False,False,False,True,False,5.0,3.0,2.0,55%,45%,18.0,9.0,9.0,1.0,107.0,107.0,47.0,46.0,9.0,8.0,,,18.0,13.0,6.0,4.0,5.0,3.0,26.0,29.0,1.0,7.0,10.0,15.0,1.0,1.0,https://www.flashscore.com/match/ENSZGUG7/#/match-summary/match-summary,2021
bundesliga,RB Lipsk,B. Moenchengladbach,"[""21' Goal_Home - Gvardiol J.(Angelino)"", ""24' Yellow_Away - Niesportowe zachowanieHutter A.(Poza boiskiem, Niesportowe zachowanie)"", ""32' Goal_Home - Silva An.(Angelino)"", ""41' Yellow_Away - Embolo B.(Podcięcie)"", ""42' Yellow_Away - Stindl L.(Niesportowe zachowanie)"", ""59' Yellow_Home - Orban W.(Faul)"", ""81' Yellow_Home - Gvardiol J.(Niesportowe zachowanie)"", ""88' Goal_Away - Bensebaini R.(Embolo B.)"", ""89' Yellow_Home - Simakan M.(Faul)"", ""90+1' Goal_Home - Nkunku C.(Brobbey B.)"", ""90+4' Goal_Home - Henrichs B.(Nkunku C.)""]",15,2021-12-11,15:30,4.0,1.0,2.0,0.0,Home,1.77,4.2,4.3,1.77,True,True,False,False,False,False,True,False,7.0,1.0,6.0,52%,48%,19.0,12.0,10.0,4.0,92.0,113.0,39.0,31.0,9.0,8.0,,,18.0,22.0,6.0,0.0,3.0,5.0,8.0,16.0,3.0,6.0,20.0,15.0,3.0,2.0,https://www.flashscore.com/match/nByJKCHr/#/match-summary/match-summary,2021
bundesliga,SC Freiburg,TSG Hoffenheim,"[""03' Goal_Away - Raum D.(Dabbur M.)"", ""16' Yellow_Home - Lienhart P.(Zagranie ręką)"", ""21' Goal_Home - Schlotterbeck N.(Grifo V.)"", ""38' Yellow_Away - Posch S.(Nadmierna ostrość)"", ""61' Penalty_Missed_Home -  Grifo V.()"", ""61' Yellow_Away - Akpoguma K.(Podcięcie)"", ""80' Yellow_Away - Vogt K.(Nadmierna ostrość)"", ""87' Yellow_Home - Kubler L.(Podcięcie)"", ""90+3' Yellow_Home - Holer L.(Przytrzymywanie)"", ""90+4' Goal_Away - Richards C.(Raum D.)"", ""90+4' Yellow_Home - Gunter C.(Niesportowe zachowanie)""]",15,2021-12-11,15:30,1.0,2.0,1.0,1.0,Away,2.31,3.55,3.1,3.1,True,False,False,True,False,False,False,True,2.0,6.0,-4.0,45%,55%,14.0,14.0,6.0,8.0,94.0,105.0,46.0,41.0,8.0,6.0,,,5.0,12.0,6.0,7.0,4.0,0.0,26.0,24.0,6.0,5.0,13.0,9.0,4.0,3.0,https://www.flashscore.com/match/zXTVHA11/#/match-summary/match-summary,2021
bundesliga,1. FC Koeln,FC Augsburg,"[""25' Yellow_Away - Gregoritsch M.(Nadmierna ostrość)"", ""41' Yellow_Away - Dorsch N.(Przytrzymywanie)"", ""57' Yellow_Away - Gouweleeuw J.(Niesportowe zachowanie)"", ""57' Yellow_Home - Kilian L.(Niesportowe zachowanie)"", ""72' Goal_Away - Hahn A."", ""79' Yellow_Home - Baumgart S.(Poza boiskiem)"", ""86' Yellow_Away - Cordova S.(Faul)"", ""87' Yellow_Home - Ozcan S.(Faul)"", ""88' Goal_Away - Dorsch N.""]",15,2021-12-10,20:30,0.0,2.0,0.0,0.0,Away,,,,,False,False,False,False,False,False,False,False,4.0,5.0,-1.0,61%,39%,14.0,12.0,4.0,4.0,126.0,75.0,70.0,33.0,10.0,8.0,,,11.0,14.0,9.0,4.0,2.0,2.0,23.0,27.0,2.0,4.0,12.0,15.0,2.0,4.0,https://www.flashscore.com/match/juCIuEg8/#/match-summary/match-summary,2021
bundesliga,B. Moenchengladbach,SC Freiburg,"[""02' Goal_Away - Eggestein M.(Schade K.)"", ""05' Goal_Away - Schade K.(Gunter C.)"", ""12' Goal_Away - Lienhart P."", ""15' Yellow_Home - Bensebaini R.(Podcięcie)"", ""19' Goal_Away - Hofler N.(Grifo V.)"", ""24' Yellow_Home - Kone K.(Podcięcie)"", ""25' Goal_Away - Holer L.(Hofler N.)"", ""37' Goal_Away - Schlotterbeck N.(Grifo V.)"", ""44' Yellow_Away - Demirovic E.(Uderzenie łokciem)""]",14,2021-12-05,17:30,0.0,6.0,0.0,6.0,Away,1.85,3.9,4.2,4.2,True,True,False,True,False,False,False,False,1.0,1.0,0.0,62%,38%,19.0,14.0,3.0,7.0,118.0,96.0,46.0,33.0,16.0,7.0,,,17.0,13.0,3.0,3.0,2.0,3.0,26.0,13.0,1.0,3.0,12.0,15.0,2.0,1.0,https://www.flashscore.com/match/lG5l5XHe/#/match-summary/match-summary,2021
bundesliga,VfB Stuttgart,Hertha Berlin,"[""15' Goal_Home - Marmoush O.(Anton W.)"", ""19' Goal_Home - Forster P.(Al Ghaddioui H.)"", ""34' Var_Away"", ""40' Goal_Away - Jovetic S.(Torunarigha J.)"", ""76' Goal_Away - Jovetic S.(Belfodil I.)"", ""90+1' Yellow_Away - Boateng K.(Przytrzymywanie)""]",14,2021-12-05,15:30,2.0,2.0,2.0,1.0,Draw,,,,,True,True,True,False,False,False,False,False,6.0,3.0,3.0,57%,43%,10.0,15.0,3.0,8.0,111.0,117.0,53.0,38.0,7.0,7.0,,,17.0,13.0,7.0,5.0,5.0,1.0,23.0,16.0,6.0,1.0,9.0,16.0,0.0,1.0,https://www.flashscore.com/match/S64h4iX1/#/match-summary/match-summary,2021
bundesliga,Borussia Dortmund,Bayern Monachium,"[""05' Goal_Home - Brandt J.(Bellingham J.)"", ""09' Goal_Away - Lewandowski R.(Mueller T.)"", ""44' Goal_Away - Coman K."", ""48' Goal_Home - Haaland E.(Bellingham J.)"", ""51' Yellow_Home - Can E.(Podcięcie)"", ""55' Yellow_Home - Rose M.(Poza boiskiem, Niesportowe zachowanie)"", ""77' Goal_Away - Lewandowski R.(Penalty )"", ""78' Red_Card_Home - Żółta kartka / Rose M.(Poza boiskiem)(Niesportowe zachowanie)"", ""86' Yellow_Home - Bellingham J.(Nadmierna ostrość)"", ""88' Yellow_Away - Lewandowski R.(Podcięcie)"", ""90+5' Yellow_Away - Upamecano D.(Podcięcie)""]",14,2021-12-04,18:30,2.0,3.0,1.0,2.0,Away,3.7,4.3,1.9,1.9,True,True,True,True,True,False,False,False,7.0,6.0,1.0,48%,52%,11.0,16.0,4.0,6.0,86.0,92.0,46.0,52.0,7.0,10.0,,,5.0,9.0,4.0,6.0,3.0,1.0,16.0,15.0,3.0,2.0,10.0,10.0,2.0,2.0,https://www.flashscore.com/match/QNmMBZvS/#/match-summary/match-summary,2021
bundesliga,1. FSV Mainz 05,VfL Wolfsburg,"[""02' Goal_Home - Burkardt J.(Barreiro L.)"", ""04' Goal_Home - Stach A.(Lee Jae-Sung)"", ""78' Yellow_Home - Barreiro L.(Nadmierna ostrość)"", ""82' Yellow_Away - Mbabu K.(Podcięcie)"", ""90' Own_Home - Lacroix M.()""]",14,2021-12-04,15:30,3.0,0.0,2.0,0.0,Home,2.24,3.45,3.35,2.24,True,False,True,False,False,False,False,False,3.0,4.0,-1.0,44%,56%,12.0,16.0,5.0,0.0,96.0,90.0,49.0,46.0,7.0,16.0,,,10.0,20.0,6.0,5.0,3.0,1.0,33.0,26.0,0.0,2.0,18.0,10.0,1.0,1.0,https://www.flashscore.com/match/fDdvSfP8/#/match-summary/match-summary,2021
bundesliga,Arminia Bielefeld,1. FC Koeln,"[""17' Goal_Away - Ozcan S.(Czichos R.)"", ""20' Yellow_Home - Kunze F.(Nadmierna ostrość)"", ""31' Yellow_Away - Schindler K.(Faul)"", ""59' Goal_Home - Lasme B.(Okugawa M.)""]",14,2021-12-04,15:30,1.0,1.0,0.0,1.0,Draw,3.15,3.45,2.32,3.45,False,False,False,False,False,False,False,False,2.0,5.0,-3.0,41%,59%,18.0,9.0,5.0,3.0,128.0,85.0,57.0,32.0,13.0,6.0,,,12.0,16.0,7.0,1.0,2.0,2.0,33.0,25.0,2.0,4.0,14.0,10.0,1.0,1.0,https://www.flashscore.com/match/GSpmQYgL/#/match-summary/match-summary,2021
bundesliga,Bayer Leverkusen,Furth,"[""12' Goal_Home - Adli A.(Diaby M.)"", ""17' Goal_Home - Tapsoba E.(Wirtz F.)"", ""33' Goal_Away - Dudziak J."", ""38' Yellow_Away - Leweling J.(Przytrzymywanie)"", ""45' Goal_Home - Hincapie P.(Schick P.)"", ""49' Goal_Home - Schick P.(Adli A.)"", ""69' Goal_Home - Schick P.(Diaby M.)"", ""74' Goal_Home - Schick P."", ""76' Goal_Home - Schick P.(Wirtz F.)""]",14,2021-12-04,15:30,7.0,1.0,4.0,1.0,Home,1.25,6.8,12.0,1.25,True,True,True,False,True,False,False,False,3.0,6.0,-3.0,58%,42%,13.0,8.0,8.0,3.0,113.0,84.0,28.0,33.0,5.0,5.0,,,9.0,15.0,4.0,3.0,3.0,3.0,23.0,17.0,2.0,1.0,13.0,8.0,0.0,1.0,https://www.flashscore.com/match/r3zl7gmq/#/match-summary/match-summary,2021
bundesliga,FC Augsburg,Bochum,"[""23' Goal_Away - Polter S.(Holtmann G.)"", ""36' Yellow_Away - Soares D. T.(Nadmierna ostrość)"", ""40' Goal_Away - Holtmann G."", ""45+2' Goal_Away - Polter S.(Lowen E.)"", ""57' Goal_Home - Gregoritsch M.(Caligiuri D.)"", ""86' Goal_Home - Caligiuri D.(Penalty )"", ""87' Yellow_Away - Rexhbecaj E.(Nadmierna ostrość)""]",14,2021-12-04,15:30,2.0,3.0,0.0,3.0,Away,2.33,3.45,3.15,3.15,True,True,False,False,False,True,False,False,7.0,4.0,3.0,51%,49%,16.0,12.0,7.0,6.0,129.0,91.0,66.0,34.0,9.0,6.0,,,9.0,12.0,13.0,6.0,3.0,4.0,27.0,27.0,3.0,5.0,9.0,6.0,0.0,2.0,https://www.flashscore.com/match/xxnqREvF/#/match-summary/match-summary,2021
bundesliga,TSG Hoffenheim,Eintracht Frankfurt,"[""06' Yellow_Home - Geiger D.(Nadmierna ostrość)"", ""15' Goal_Away - Borre R.(Lindstrom J.)"", ""19' Yellow_Home - Samassekou D.(Faul)"", ""24' Goal_Home - Geiger D.(Dabbur M.)"", ""29' Yellow_Away - Sow D.(Faul)"", ""30' Goal_Home - Rutter G."", ""59' Goal_Home - Samassekou D."", ""64' Yellow_Away - Paciencia G.(Faul)"", ""72' Goal_Away - Paciencia G.(Kostic F.)""]",14,2021-12-04,15:30,3.0,2.0,2.0,1.0,Home,1.96,3.9,3.7,1.96,True,True,False,True,False,False,False,False,5.0,0.0,5.0,49%,51%,8.0,17.0,4.0,2.0,111.0,98.0,49.0,35.0,4.0,15.0,,,10.0,8.0,4.0,6.0,0.0,2.0,29.0,19.0,0.0,1.0,9.0,12.0,2.0,2.0,https://www.flashscore.com/match/tAhzTzA2/#/match-summary/match-summary,2021
bundesliga,1. FC Union Berlin,RB Lipsk,"[""06' Goal_Home - Awoniyi T.(Baumgartl T.)"", ""13' Goal_Away - Nkunku C.(Szoboszlai D.)"", ""57' Goal_Home - Baumgartl T."", ""64' Yellow_Home - Khedira R.(Nadmierna ostrość)"", ""65' Yellow_Away - Szoboszlai D.(Uderzenie łokciem)""]",14,2021-12-03,20:30,2.0,1.0,1.0,1.0,Home,3.65,3.65,2.05,3.65,True,False,True,True,False,False,False,False,1.0,6.0,-5.0,44%,56%,14.0,11.0,5.0,2.0,113.0,119.0,46.0,64.0,9.0,9.0,,,8.0,14.0,5.0,7.0,3.0,1.0,24.0,30.0,1.0,3.0,12.0,8.0,1.0,1.0,https://www.flashscore.com/match/MgZi6D2k/#/match-summary/match-summary,2021
bundesliga,RB Lipsk,Bayer Leverkusen,"[""08' Var_Away"", ""14' Yellow_Away - Andrich R.(Przytrzymywanie)"", ""21' Goal_Away - Wirtz F.(Palacios E.)"", ""34' Goal_Away - Diaby M.(Tah J.)"", ""38' Yellow_Home - Forsberg E.(Nadmierna ostrość)"", ""62' Goal_Home - Silva An.(Nkunku C.)"", ""64' Goal_Away - Frimpong J.(Diaby M.)"", ""82' Yellow_Away - Hradecky L.(Opóźnianie gry)"", ""88' Penalty_Missed_Home -  Szoboszlai D.()"", ""90+3' Yellow_Away - Frimpong J.(Przytrzymywanie)""]",13,2021-11-28,17:30,1.0,3.0,0.0,2.0,Away,,,,,True,True,False,False,False,False,False,False,8.0,3.0,5.0,56%,44%,14.0,11.0,3.0,4.0,163.0,59.0,64.0,25.0,11.0,7.0,,,13.0,12.0,7.0,2.0,2.0,5.0,19.0,21.0,1.0,2.0,10.0,9.0,1.0,3.0,https://www.flashscore.com/match/zwBAgzJq/#/match-summary/match-summary,2021
bundesliga,Eintracht Frankfurt,1. FC Union Berlin,"[""22' Goal_Home - Sow D."", ""39' Yellow_Away - Promel G.(Przytrzymywanie)"", ""59' Yellow_Away - Knoche R.(Faul)"", ""62' Goal_Away - Kruse M.(Penalty )"", ""90+3' Yellow_Away - Luthe A.(Opóźnianie gry)"", ""90+4' Yellow_Away - Becker S.(Niesportowe zachowanie)"", ""90+5' Goal_Home - Ndicka E.(Kostic F.)""]",13,2021-11-28,15:30,2.0,1.0,1.0,0.0,Home,2.52,3.25,3.0,2.52,True,False,False,False,False,False,True,False,1.0,1.0,0.0,56%,44%,17.0,7.0,4.0,4.0,139.0,116.0,70.0,17.0,13.0,3.0,,,7.0,4.0,7.0,2.0,1.0,1.0,32.0,10.0,3.0,2.0,4.0,7.0,0.0,4.0,https://www.flashscore.com/match/tzEIiEmd/#/match-summary/match-summary,2021
bundesliga,Bayern Monachium,Arminia Bielefeld,"[""64' Yellow_Home - Hernandez L.(Nadmierna ostrość)"", ""71' Goal_Home - Sane L.(Mueller T.)"", ""82' Yellow_Away - Lasme B.(Nadmierna ostrość)""]",13,2021-11-27,18:30,1.0,0.0,0.0,0.0,Home,1.1,12.0,26.0,1.1,False,False,False,False,False,False,False,False,5.0,2.0,3.0,70%,30%,23.0,8.0,9.0,0.0,179.0,66.0,83.0,15.0,14.0,8.0,,,12.0,9.0,13.0,4.0,2.0,3.0,13.0,10.0,0.0,8.0,8.0,13.0,1.0,1.0,https://www.flashscore.com/match/YTOrbGAS/#/match-summary/match-summary,2021
bundesliga,1. FC Koeln,B. Moenchengladbach,"[""55' Goal_Home - Ljubicic D.(Schmitz B.)"", ""60' Yellow_Away - Sommer Y.(Nadmierna ostrość)"", ""60' Yellow_Home - Duda O.(Nadmierna ostrość)"", ""64' Yellow_Away - Zakaria D.(Podcięcie)"", ""74' Goal_Away - Hofmann J.(Herrmann P.)"", ""77' Goal_Home - Uth M."", ""78' Goal_Home - Duda O."", ""88' Var_Away"", ""90' Yellow_Away - Thuram M.(Nadmierna ostrość)"", ""90+3' Goal_Home - Andersson S.(Schaub L.)""]",13,2021-11-27,15:30,4.0,1.0,0.0,0.0,Home,3.05,3.55,2.34,3.05,True,True,False,False,False,False,True,False,2.0,5.0,-3.0,46%,54%,15.0,15.0,9.0,5.0,99.0,107.0,49.0,24.0,6.0,10.0,,,14.0,18.0,4.0,4.0,5.0,5.0,16.0,24.0,4.0,5.0,15.0,11.0,1.0,3.0,https://www.flashscore.com/match/j5e9Eye9/#/match-summary/match-summary,2021
bundesliga,Bochum,SC Freiburg,"[""32' Yellow_Home - Losilla A.(Nadmierna ostrość)"", ""51' Goal_Away - Lienhart P.(Grifo V.)"", ""54' Goal_Home - Polter S.(Holtmann G.)"", ""58' Yellow_Away - Kubler L.(Nadmierna ostrość)"", ""82' Goal_Home - Pantovic M."", ""90+1' Yellow_Home - Antwi-Adjei C.(Niesportowe zachowanie)""]",13,2021-11-27,15:30,2.0,1.0,0.0,0.0,Home,3.15,3.22,2.46,3.15,True,False,False,False,False,False,False,False,4.0,2.0,2.0,47%,53%,13.0,22.0,5.0,11.0,74.0,113.0,35.0,60.0,8.0,11.0,,,13.0,14.0,4.0,7.0,3.0,1.0,19.0,22.0,10.0,3.0,12.0,13.0,2.0,1.0,https://www.flashscore.com/match/UefDDeAF/#/match-summary/match-summary,2021
bundesliga,Furth,TSG Hoffenheim,"[""22' Goal_Home - Leweling J.(Hrgota B.)"", ""32' Goal_Away - Bebou I.(Rutter G.)"", ""40' Goal_Away - Rutter G.(Raum D.)"", ""46' Goal_Home - Tillman T.(Hrgota B.)"", ""49' Yellow_Home - Christiansen M.(Nadmierna ostrość)"", ""57' Goal_Away - Rutter G.(Raum D.)"", ""62' Goal_Away - Bebou I."", ""66' Own_Away - Meyerhofer M.()"", ""67' Goal_Home - Hrgota B.(Leweling J.)"", ""80' Goal_Away - Bebou I.(Kramaric A.)""]",13,2021-11-27,15:30,3.0,6.0,1.0,2.0,Away,5.5,4.2,1.62,1.62,True,True,False,False,True,False,False,False,7.0,8.0,-1.0,52%,48%,14.0,20.0,7.0,11.0,102.0,80.0,30.0,27.0,7.0,9.0,,,17.0,22.0,4.0,10.0,6.0,1.0,13.0,23.0,5.0,4.0,17.0,17.0,1.0,0.0,https://www.flashscore.com/match/CKqICFPL/#/match-summary/match-summary,2021
bundesliga,Hertha Berlin,FC Augsburg,"[""31' Yellow_Away - Vargas R.(Nadmierna ostrość)"", ""40' Goal_Home - Richter M."", ""42' Yellow_Home - Richter M.(Podcięcie)"", ""81' Yellow_Away - Hahn A.(Niesportowe zachowanie)"", ""90+6' Yellow_Away - Iago(Niesportowe zachowanie)"", ""90+6' Yellow_Home - Jovetic S.(Niesportowe zachowanie)"", ""90+7' Goal_Away - Gregoritsch M.(Jensen F.)""]",13,2021-11-27,15:30,1.0,1.0,1.0,0.0,Draw,,,,,False,False,False,False,False,False,False,True,3.0,6.0,-3.0,47%,53%,10.0,20.0,4.0,7.0,98.0,106.0,46.0,45.0,6.0,13.0,,,15.0,10.0,5.0,6.0,3.0,3.0,33.0,19.0,6.0,3.0,11.0,14.0,2.0,3.0,https://www.flashscore.com/match/MVj5FHu3/#/match-summary/match-summary,2021
bundesliga,VfL Wolfsburg,Borussia Dortmund,"[""02' Goal_Home - Weghorst W.(Baku R.)"", ""25' Yellow_Home - Lukebakio D.(Zagranie ręką)"", ""32' Yellow_Home - Lacroix M.(Podcięcie)"", ""35' Goal_Away - Can E.(Penalty )"", ""37' Yellow_Home - Nmecha L.(Podcięcie)"", ""42' Yellow_Home - Arnold M.(Przytrzymywanie)"", ""55' Goal_Away - Malen D.(Reus M.)"", ""60' Yellow_Away - Wolf M.(Faul)"", ""81' Goal_Away - Haaland E.(Brandt J.)""]",13,2021-11-27,15:30,1.0,3.0,1.0,1.0,Away,2.92,3.37,2.6,2.6,True,True,True,False,False,False,False,False,4.0,9.0,-5.0,44%,56%,16.0,16.0,8.0,8.0,97.0,126.0,47.0,54.0,8.0,8.0,,,9.0,8.0,7.0,7.0,1.0,2.0,21.0,13.0,5.0,7.0,9.0,11.0,4.0,1.0,https://www.flashscore.com/match/UaAEhfYk/#/match-summary/match-summary,2021
bundesliga,VfB Stuttgart,1. FSV Mainz 05,"[""09' Yellow_Away - Martin A.(Nadmierna ostrość)"", ""21' Goal_Home - Ito H.(Mangala O.)"", ""36' Yellow_Home - Mangala O.(Opóźnianie gry)"", ""39' Goal_Away - Hack A.(Boetius J-P.)"", ""51' Goal_Home - Sosa B.(Mangala O.)"", ""90+2' Yellow_Home - Sosa B.(Opóźnianie gry)"", ""90+5' Yellow_Away - Boetius J-P.(Niesportowe zachowanie)""]",13,2021-11-26,20:30,2.0,1.0,1.0,1.0,Home,2.68,3.3,2.78,2.68,True,False,False,False,False,False,False,False,8.0,4.0,4.0,50%,50%,8.0,18.0,3.0,5.0,85.0,127.0,27.0,56.0,5.0,13.0,,,15.0,7.0,5.0,6.0,0.0,0.0,22.0,37.0,4.0,1.0,7.0,17.0,2.0,2.0,https://www.flashscore.com/match/ruh1GcQd/#/match-summary/match-summary,2021
bundesliga,1. FSV Mainz 05,1. FC Koeln,"[""41' Goal_Home - Burkardt J.(Onisiwo K.)"", ""42' Yellow_Home - Bell S.(Nadmierna ostrość)"", ""47' Goal_Away - Ozcan S.(Uth M.)"", ""54' Yellow_Away - Duda O.(Podcięcie)"", ""90+1' Yellow_Home - Szalai A.(Niesportowe zachowanie)""]",12,2021-11-21,17:30,1.0,1.0,1.0,0.0,Draw,2.1,3.55,3.6,3.55,False,False,False,False,False,True,False,False,3.0,2.0,1.0,44%,56%,11.0,11.0,2.0,5.0,106.0,110.0,33.0,37.0,9.0,6.0,,,9.0,21.0,5.0,7.0,3.0,1.0,26.0,25.0,4.0,1.0,18.0,7.0,2.0,1.0,https://www.flashscore.com/match/ruWV0IQ9/#/match-summary/match-summary,2021
bundesliga,SC Freiburg,Eintracht Frankfurt,"[""34' Goal_Away - Lindstrom J."", ""43' Goal_Away - Kostic F."", ""49' Yellow_Away - Chandler T.(Podcięcie)"", ""53' Yellow_Away - Tuta(Niesportowe zachowanie)"", ""69' Yellow_Away - Toure A.(Przytrzymywanie)"", ""73' Yellow_Away - Trapp K.(Niesportowe zachowanie)""]",12,2021-11-21,15:30,0.0,2.0,0.0,2.0,Away,,,,,False,False,False,False,False,False,False,False,2.0,2.0,0.0,58%,42%,20.0,13.0,6.0,7.0,127.0,84.0,89.0,22.0,14.0,6.0,,,19.0,12.0,10.0,4.0,1.0,3.0,20.0,15.0,5.0,6.0,10.0,16.0,0.0,4.0,https://www.flashscore.com/match/nDxN2vdc/#/match-summary/match-summary,2021
bundesliga,1. FC Union Berlin,Hertha Berlin,"[""08' Goal_Home - Awoniyi T."", ""30' Goal_Home - Trimmel C.(Giesselmann N.)"", ""38' Yellow_Away - Serdar S.(Nadmierna ostrość)"", ""45+1' Var_Away"", ""66' Yellow_Home - Promel G.(Nadmierna ostrość)""]",12,2021-11-20,18:30,2.0,0.0,2.0,0.0,Home,1.96,3.45,4.25,1.96,False,False,True,False,False,False,False,False,2.0,4.0,-2.0,45%,55%,16.0,6.0,5.0,3.0,91.0,140.0,32.0,63.0,11.0,3.0,,,16.0,23.0,7.0,6.0,4.0,3.0,15.0,34.0,3.0,3.0,17.0,13.0,1.0,1.0,https://www.flashscore.com/match/tGkyuy4j/#/match-summary/match-summary,2021
bundesliga,Arminia Bielefeld,VfL Wolfsburg,"[""02' Yellow_Home - Pieper A.(Nadmierna ostrość)"", ""11' Goal_Home - Okugawa M.(Wimmer P.)"", ""22' Yellow_Away - Nmecha L.(Podcięcie)"", ""47' Yellow_Home - Vasiliadis S.(Nadmierna ostrość)"", ""54' Goal_Home - Klos F.(Penalty )"", ""62' Goal_Away - Weghorst W.(Lukebakio D.)"", ""63' Goal_Away - Nmecha L.(Philipp M.)"", ""89' Yellow_Home - De Medina N.(Niesportowe zachowanie)"", ""90+1' Yellow_Home - Schopf A.(Podcięcie)""]",12,2021-11-20,15:30,2.0,2.0,1.0,0.0,Draw,3.95,3.4,2.05,3.4,True,True,True,False,False,False,False,False,0.0,5.0,-5.0,41%,59%,10.0,13.0,3.0,5.0,102.0,140.0,51.0,39.0,7.0,8.0,,,10.0,16.0,6.0,5.0,1.0,2.0,17.0,22.0,3.0,1.0,15.0,9.0,4.0,1.0,https://www.flashscore.com/match/GhUwadeM/#/match-summary/match-summary,2021
